200	200	200
200	325	200
200	450	200
200	575	200
200	700	200
200	825	200
200	950	200
200	1075	200
200	1200	200
325	200	200
325	325	200
325	450	200
325	575	200
325	700	200
325	825	200
325	950	200
325	1075	200
325	1200	200
450	200	200
450	325	200
450	450	200
450	575	200
450	700	200
450	825	200
450	950	200
450	1075	200
450	1200	200
575	200	200
575	325	200
575	450	200
575	575	200
575	700	200
575	825	200
575	950	200
575	1075	200
575	1200	200
700	200	200
700	325	200
700	450	200
700	575	200
700	700	200
700	825	200
700	950	200
700	1075	200
700	1200	200
825	200	200
825	325	200
825	450	200
825	575	200
825	700	200
825	825	200
825	950	200
825	1075	200
825	1200	200
950	200	200
950	325	200
950	450	200
950	575	200
950	700	200
950	825	200
950	950	200
950	1075	200
950	1200	200
1075	200	200
1075	325	200
1075	450	200
1075	575	200
1075	700	200
1075	825	200
1075	950	200
1075	1075	200
1075	1200	200
1200	200	200
1200	325	200
1200	450	200
1200	575	200
1200	700	200
1200	825	200
1200	950	200
1200	1075	200
1200	1200	200
200	200	325
200	325	325
200	450	325
200	575	325
200	700	325
200	825	325
200	950	325
200	1075	325
200	1200	325
325	200	325
325	325	325
325	450	325
325	575	325
325	700	325
325	825	325
325	950	325
325	1075	325
325	1200	325
450	200	325
450	325	325
450	450	325
450	575	325
450	700	325
450	825	325
450	950	325
450	1075	325
450	1200	325
575	200	325
575	325	325
575	450	325
575	575	325
575	700	325
575	825	325
575	950	325
575	1075	325
575	1200	325
700	200	325
700	325	325
700	450	325
700	575	325
700	700	325
700	825	325
700	950	325
700	1075	325
700	1200	325
825	200	325
825	325	325
825	450	325
825	575	325
825	700	325
825	825	325
825	950	325
825	1075	325
825	1200	325
950	200	325
950	325	325
950	450	325
950	575	325
950	700	325
950	825	325
950	950	325
950	1075	325
950	1200	325
1075	200	325
1075	325	325
1075	450	325
1075	575	325
1075	700	325
1075	825	325
1075	950	325
1075	1075	325
1075	1200	325
1200	200	325
1200	325	325
1200	450	325
1200	575	325
1200	700	325
1200	825	325
1200	950	325
1200	1075	325
1200	1200	325
200	200	450
200	325	450
200	450	450
200	575	450
200	700	450
200	825	450
200	950	450
200	1075	450
200	1200	450
325	200	450
325	325	450
325	450	450
325	575	450
325	700	450
325	825	450
325	950	450
325	1075	450
325	1200	450
450	200	450
450	325	450
450	450	450
450	575	450
450	700	450
450	825	450
450	950	450
450	1075	450
450	1200	450
575	200	450
575	325	450
575	450	450
575	575	450
575	700	450
575	825	450
575	950	450
575	1075	450
575	1200	450
700	200	450
700	325	450
700	450	450
700	575	450
700	700	450
700	825	450
700	950	450
700	1075	450
700	1200	450
825	200	450
825	325	450
825	450	450
825	575	450
825	700	450
825	825	450
825	950	450
825	1075	450
825	1200	450
950	200	450
950	325	450
950	450	450
950	575	450
950	700	450
950	825	450
950	950	450
950	1075	450
950	1200	450
1075	200	450
1075	325	450
1075	450	450
1075	575	450
1075	700	450
1075	825	450
1075	950	450
1075	1075	450
1075	1200	450
1200	200	450
1200	325	450
1200	450	450
1200	575	450
1200	700	450
1200	825	450
1200	950	450
1200	1075	450
1200	1200	450
200	200	575
200	325	575
200	450	575
200	575	575
200	700	575
200	825	575
200	950	575
200	1075	575
200	1200	575
325	200	575
325	325	575
325	450	575
325	575	575
325	700	575
325	825	575
325	950	575
325	1075	575
325	1200	575
450	200	575
450	325	575
450	450	575
450	575	575
450	700	575
450	825	575
450	950	575
450	1075	575
450	1200	575
575	200	575
575	325	575
575	450	575
575	575	575
575	700	575
575	825	575
575	950	575
575	1075	575
575	1200	575
700	200	575
700	325	575
700	450	575
700	575	575
700	700	575
700	825	575
700	950	575
700	1075	575
700	1200	575
825	200	575
825	325	575
825	450	575
825	575	575
825	700	575
825	825	575
825	950	575
825	1075	575
825	1200	575
950	200	575
950	325	575
950	450	575
950	575	575
950	700	575
950	825	575
950	950	575
950	1075	575
950	1200	575
1075	200	575
1075	325	575
1075	450	575
1075	575	575
1075	700	575
1075	825	575
1075	950	575
1075	1075	575
1075	1200	575
1200	200	575
1200	325	575
1200	450	575
1200	575	575
1200	700	575
1200	825	575
1200	950	575
1200	1075	575
1200	1200	575
200	200	700
200	325	700
200	450	700
200	575	700
200	700	700
200	825	700
200	950	700
200	1075	700
200	1200	700
325	200	700
325	325	700
325	450	700
325	575	700
325	700	700
325	825	700
325	950	700
325	1075	700
325	1200	700
450	200	700
450	325	700
450	450	700
450	575	700
450	700	700
450	825	700
450	950	700
450	1075	700
450	1200	700
575	200	700
575	325	700
575	450	700
575	575	700
575	700	700
575	825	700
575	950	700
575	1075	700
575	1200	700
700	200	700
700	325	700
700	450	700
700	575	700
700	700	700
700	825	700
700	950	700
700	1075	700
700	1200	700
825	200	700
825	325	700
825	450	700
825	575	700
825	700	700
825	825	700
825	950	700
825	1075	700
825	1200	700
950	200	700
950	325	700
950	450	700
950	575	700
950	700	700
950	825	700
950	950	700
950	1075	700
950	1200	700
1075	200	700
1075	325	700
1075	450	700
1075	575	700
1075	700	700
1075	825	700
1075	950	700
1075	1075	700
1075	1200	700
1200	200	700
1200	325	700
1200	450	700
1200	575	700
1200	700	700
1200	825	700
1200	950	700
1200	1075	700
1200	1200	700
200	200	825
200	325	825
200	450	825
200	575	825
200	700	825
200	825	825
200	950	825
200	1075	825
200	1200	825
325	200	825
325	325	825
325	450	825
325	575	825
325	700	825
325	825	825
325	950	825
325	1075	825
